Loại giao dịch,Thành phố,Quận/huyện,Loại hình đất,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Hướng nhà,Hướng ban công,Mặt tiền,Đường vào,Pháp lý,Nội thất,Ngày đăng,crawl_date,Giá,Đơn vị(Mức giá)
Bán,Hồ Chí Minh,Thủ Đức,Bán đất,"22,8 tỷ",109.2,,,,Tây - Nam,,,,Sổ hồng riêng,,2025-12-30,2026-01-03,22.8,tỷ
Bán,Quảng Ninh,Hải Hà,Đất nền,20 triệu/m²,92.0,,,,Nam,,5.0,17.0,Sổ đỏ/ Sổ hồng,,2025-12-30,2026-01-03,20.0,triệu/m²
Bán,Đồng Nai,Trảng Bom,Bán đất,"1,12 tỷ",80.0,,,,,,5.0,8.0,Sổ đỏ/ Sổ hồng,,2025-12-30,2026-01-03,1.12,tỷ
Bán,Hồ Chí Minh,Quận 10,Nhà riêng,12 tỷ,77.0,4.0,5,4,,,,12.0,Sổ hồng riêng,,2025-12-30,2026-01-03,12.0,tỷ
Bán,Hưng Yên,Văn Giang,Nhà biệt thự,"16,4 tỷ",120.0,4.0,4,4,Tây - Nam,Tây - Nam,8.0,15.0,Sổ đỏ/ Sổ hồng,Cơ bản,2025-12-30,2026-01-03,16.4,tỷ
Bán,Hà Nội,Hoàng Mai,Nhà riêng,"9,1 tỷ",47.0,,4,5,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-12-30,2026-01-03,9.1,tỷ
Bán,Hà Nội,Hà Đông,Nhà biệt thự,"28,5 tỷ",130.0,5.0,5,5,,,20.0,15.0,Sổ đỏ/ Sổ hồng,,2025-12-30,2026-01-03,28.5,tỷ
Bán,Đà Nẵng,Ngũ Hành Sơn,Bán đất,16 tỷ,100.0,,,,Nam,,5.0,,Sổ đỏ/ Sổ hồng.,,2025-12-30,2026-01-03,16.0,tỷ
Bán,Hà Nội,Hà Đông,Nhà biệt thự,18 tỷ,100.0,4.0,4,5,,,,30.0,Sổ đỏ/ Sổ hồng.,,2025-12-30,2026-01-03,18.0,tỷ
Bán,Hồ Chí Minh,Quận 2,Căn hộ chung cư,38 tỷ,239.0,5.0,4,,,,,,,,2025-12-30,2026-01-03,38.0,tỷ
Bán,Lâm Đồng,Lâm Hà,Bán đất,Thỏa thuận,332.0,,,,,,10.0,7.0,Sổ đỏ/ Sổ hồng,,2025-12-30,2026-01-03,,
Bán,Long An,Bến Lức,Đất nền,"2,29 tỷ",102.0,,,,Đông - Nam,,30.0,30.0,Sổ đỏ/ Sổ hồng,,2025-12-30,2026-01-03,2.29,tỷ
Bán,Đà Nẵng,Ngũ Hành Sơn,Bán đất,"7,7 tỷ",82.5,,,,Đông - Bắc,,5.0,,Sổ đỏ/ Sổ hồng,,2025-12-30,2026-01-03,7.7,tỷ
Bán,Hà Nội,Gia Lâm,Bán đất,"11,3 tỷ",97.0,,,,,,,20.0,Sổ đỏ/ Sổ hồng,,2025-12-30,2026-01-03,11.3,tỷ
Bán,Hà Nội,Tây Hồ,Căn hộ chung cư,Thỏa thuận,109.0,,,,,,,,,,2025-12-30,2026-01-03,,
Bán,Đà Nẵng,Ngũ Hành Sơn,Bán đất,105 triệu/m²,323.3,,,,,,14.0,,Sổ đỏ/ Sổ hồng,,2025-12-30,2026-01-03,105.0,triệu/m²
Bán,Đà Nẵng,Ngũ Hành Sơn,Nhà biệt thự,"39,9 tỷ",135.0,6.0,,3,,,9.0,,,,2025-12-30,2026-01-03,39.9,tỷ
Bán,Hà Nội,Hoàng Mai,Căn hộ chung cư,"10,9 tỷ",101.0,,,,,,,,,,2025-12-30,2026-01-03,10.9,tỷ
Bán,Hồ Chí Minh,Quận 7,Nhà riêng,"7,7 tỷ",56.0,4.0,3,3,,,4.0,5.0,Sổ đỏ/ Sổ hồng,sẵn vài NT cơ bản vào ở ngay.,2025-12-30,2026-01-03,7.7,tỷ
Bán,Đà Nẵng,Hải Châu,Nhà mặt phố,"13,3 tỷ",91.0,4.0,4,4,,,,,Sổ đỏ/ Sổ hồng,cao cấp,2025-12-30,2026-01-03,13.3,tỷ
Bán,Hà Nội,Tây Hồ,Nhà mặt phố,109 tỷ,118.0,,,,,,,,Sổ đỏ/ Sổ hồng,,2025-12-30,2026-01-03,109.0,tỷ
Cho thuê,Hồ Chí Minh,Quận 2,Nhà mặt phố,260 triệu/tháng,1.98,,,,,,,,,,2026-01-02,2026-01-03,260.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Hóc Môn,Kho,35 triệu/tháng,650.0,,2,,Đông - Bắc,,,10.0,,,2025-12-28,2026-01-03,35.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Căn hộ chung cư,25 triệu/tháng,101.0,2.0,2,,,,,,,Đầy đủ,2026-01-03,2026-01-03,25.0,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Văn phòng,"4,5 triệu/tháng",18.0,,1,,Đông - Nam,,,,,,2025-12-17,2026-01-03,4.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Gò Vấp,Kho,150 triệu/tháng,2.0,,5,,Đông - Nam,,30.0,15.0,,,2025-12-30,2026-01-03,150.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Hóc Môn,Kho,40 triệu/tháng,500.0,,2,,Đông,,,12.0,,,2025-12-29,2026-01-03,40.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 12,Kho,350 triệu/tháng,5.0,,6,,Đông,,,12.0,,,2025-12-30,2026-01-03,350.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 12,Kho,60 triệu/tháng,1.0,,4,,Nam,,20.0,10.0,,,2026-01-02,2026-01-03,60.0,triệu/tháng
Cho thuê,Bình Dương,Thuận An,Căn hộ chung cư,"7,5 triệu/tháng",73.0,2.0,2,,,,,,,Đầy đủ,2026-01-03,2026-01-03,7.5,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Văn phòng,10 triệu/tháng,80.0,,,,,,,,,,2026-01-03,2026-01-03,10.0,triệu/tháng
Cho thuê,Bình Dương,Thuận An,Căn hộ chung cư,7 triệu/tháng,51.0,1.0,,,,Đông - Nam,,,,Đầy đủ,2026-01-03,2026-01-03,7.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Nhà biệt thự,50 triệu/tháng,100.0,,,,,,,,,,2025-12-29,2026-01-03,50.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Tân Phú,"Chung cư mini, căn hộ",6 triệu/tháng,30.0,,,,,,,,,,2026-01-03,2026-01-03,6.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 5,Căn hộ chung cư,14 triệu/tháng,91.0,2.0,2,,,,,,,,2026-01-03,2026-01-03,14.0,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Cửa hàng,180 triệu/tháng,600.0,,,,,,,,,,2026-01-03,2026-01-03,180.0,triệu/tháng
Cho thuê,Hà Nội,Đống Đa,Cửa hàng,9 triệu/tháng,80.0,,,,,,,,,Đầy đủ,2025-12-22,2026-01-03,9.0,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Văn phòng,5 triệu/tháng,25.0,,,,,,,,,"Có sẵn điều hoà, đèn điện đầy đủ.",2026-01-03,2026-01-03,5.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Nhà riêng,"12,5 triệu/tháng",53.0,3.0,3,3,Đông - Nam,,,,,,2026-01-03,2026-01-03,12.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 7,Căn hộ chung cư,8 triệu/tháng,60.0,,,,,,,,,,2026-01-03,2026-01-03,8.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư,15 triệu/tháng,75.0,2.0,2,,,,,,,Đầy đủ,2026-01-03,2026-01-03,15.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 3,Văn phòng,16 triệu/tháng,60.0,,,,,,,,,,2026-01-03,2026-01-03,16.0,triệu/tháng
Cho thuê,Hà Nội,Thanh Xuân,Căn hộ chung cư,17 triệu/tháng,124.0,2.0,2,,,,,,,,2025-12-30,2026-01-03,17.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 1,Cửa hàng,47 triệu/tháng,80.0,,,,,,,,,Đầy đủ,2026-01-03,2026-01-03,47.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 9,Căn hộ chung cư,6 triệu/tháng,56.0,2.0,1,,,,,,,Cơ bản,2025-12-26,2026-01-03,6.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Gò Vấp,Căn hộ chung cư,12 triệu/tháng,75.0,2.0,2,,,,,,,,2026-01-03,2026-01-03,12.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Chánh,Nhà riêng,11 triệu/tháng,100.0,3.0,2,,,,,8.0,,Đầy đủ,2025-12-27,2026-01-03,11.0,triệu/tháng
Cho thuê,Hà Nội,Nam Từ Liêm,Văn phòng,18 triệu/tháng,80.0,,,,,,,,,,2025-12-20,2026-01-03,18.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 3,"Chung cư mini, căn hộ","8,8 triệu/tháng",50.0,1.0,1,,,,,,,Đầy đủ,2026-01-03,2026-01-03,8.8,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Văn phòng,5 triệu/tháng,25.0,,,,,,,,,,2025-12-27,2026-01-03,5.0,triệu/tháng
Cho thuê,Hà Nội,Đống Đa,Cửa hàng,66 triệu/tháng,200.0,,,,,,,,,,2026-01-03,2026-01-03,66.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 7,Căn hộ chung cư,"12,5 triệu/tháng",68.0,2.0,2,,Nam,Nam,,,,Đầy đủ,2026-01-03,2026-01-03,12.5,triệu/tháng
Cho thuê,Hà Nội,Đống Đa,Văn phòng,10 triệu/tháng,90.0,,,,,,,,,,2025-12-27,2026-01-03,10.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Nhà trọ,"4,5 triệu/tháng",30.0,1.0,1,,,,,,,"- Nội thất mới, sẵn máy giặt riêng.",2025-12-23,2026-01-03,4.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Phú Nhuận,Căn hộ chung cư,20 triệu/tháng,75.0,2.0,2,,,,,,,,2026-01-03,2026-01-03,20.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 3,Nhà trọ,"4,2 triệu/tháng",18.0,1.0,1,3,,,,,,"- Nội thất có sẵn: Máy lạnh, kệ bếp, máy nước nóng.",2025-12-07,2026-01-03,4.2,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Nhà trọ,4 triệu/tháng,30.0,1.0,1,1,,,,,,Đầy đủ,2026-01-03,2026-01-03,4.0,triệu/tháng
Cho thuê,Khánh Hòa,Nha Trang,Căn hộ chung cư,6 triệu/tháng,46.3,2.0,1,,Đông,Tây,,,,Đầy đủ,2026-01-03,2026-01-03,6.0,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Văn phòng,15 triệu/tháng,120.0,,,,,,,,,,2025-12-30,2026-01-03,15.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Chánh,Căn hộ chung cư,10 triệu/tháng,40.0,1.0,1,,Tây,Đông,,,,Đầy đủ,2026-01-03,2026-01-03,10.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Shophouse,35 triệu/tháng,100.0,4.0,5,4,Nam,Nam,12.0,25.0,,Cơ bản,2026-01-01,2026-01-03,35.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 8,Căn hộ chung cư,14 triệu/tháng,90.0,3.0,3,,Đông - Nam,Đông - Nam,,,,Đầy đủ,2026-01-03,2026-01-03,14.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư,18 triệu/tháng,80.0,2.0,2,,Đông,Nam,,,,Đầy đủ,2025-12-26,2026-01-03,18.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,"Chung cư mini, căn hộ",9 triệu/tháng,40.0,1.0,1,,,,,,,Đầy đủ,2026-01-03,2026-01-03,9.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Gò Vấp,"Chung cư mini, căn hộ","5,8 triệu/tháng",35.0,,,,,,,,,,2026-01-03,2026-01-03,5.8,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư,11 triệu/tháng,68.0,2.0,,,,,,,,,2026-01-03,2026-01-03,11.0,triệu/tháng
Cho thuê,Bình Dương,Dĩ An,Kho,89 nghìn/m²,31.89,,,,,,,,,,2026-01-01,2026-01-03,89.0,nghìn/m²
Cho thuê,Hồ Chí Minh,Gò Vấp,Văn phòng,15 triệu/tháng,40.0,,,,,,,,,Cơ bản,2025-12-10,2026-01-03,15.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 4,Căn hộ chung cư,"19,99 triệu/tháng",65.0,2.0,2,,,,,,,Đầy đủ,2025-12-25,2026-01-03,19.99,triệu/tháng
Cho thuê,Hồ Chí Minh,Gò Vấp,Văn phòng,"8,5 triệu/tháng",100.0,,,,,,,,,,2025-12-11,2026-01-03,8.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư,12 triệu/tháng,105.0,2.0,,,,,,,,Cơ bản.,2026-01-03,2026-01-03,12.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 4,Căn hộ chung cư,"24,99 triệu/tháng",117.0,3.0,2,,,,,,,Đầy đủ,2025-12-29,2026-01-03,24.99,triệu/tháng
Cho thuê,Hồ Chí Minh,Gò Vấp,Căn hộ chung cư,12 triệu/tháng,75.0,2.0,,,,,,,,,2026-01-03,2026-01-03,12.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 3,"Chung cư mini, căn hộ",15 triệu/tháng,50.0,1.0,1,,,,,,,"Đầy đủ Điều hòa, giường, tủ lạnh...",2025-12-22,2026-01-03,15.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Thủ Đức,Nhà mặt phố,60 triệu/tháng,180.0,4.0,5,4,Tây - Nam,Tây - Nam,,,,,2026-01-01,2026-01-03,60.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 3,"Chung cư mini, căn hộ",13 triệu/tháng,50.0,1.0,1,,,,,,,Đầy đủ,2025-12-09,2026-01-03,13.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Văn phòng,250 triệu/tháng,1.0,,,,,,,,,,2026-01-03,2026-01-03,250.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 4,Căn hộ chung cư,"25,99 triệu/tháng",90.0,3.0,2,,,,,,,Đầy đủ,2025-12-29,2026-01-03,25.99,triệu/tháng
Cho thuê,Hà Nội,Thanh Xuân,Căn hộ chung cư,24 triệu/tháng,145.0,3.0,2,,,,,,,Đầy đủ,2025-12-30,2026-01-03,24.0,triệu/tháng
Cho thuê,Hà Nội,Đống Đa,Văn phòng,"9,5 triệu/tháng",47.0,,4,4,,,6.0,,,Không nội thất,2025-12-22,2026-01-03,9.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư,"25,5 triệu/tháng",101.0,3.0,2,,,,,,,Cao cấp.,2026-01-03,2026-01-03,25.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 7,"Chung cư mini, căn hộ","6,5 triệu/tháng",50.0,1.0,1,,,,,,,Đầy đủ,2026-01-03,2026-01-03,6.5,triệu/tháng
Cho thuê,Đà Nẵng,Hải Châu,Căn hộ chung cư,23 triệu/tháng,69.0,2.0,2,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,,2026-01-03,2026-01-03,23.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 1,Nhà mặt phố,69 triệu/tháng,160.0,,3,3,,,8.0,,,,2025-12-25,2026-01-03,69.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Gò Vấp,Nhà riêng,13 triệu/tháng,75.0,,,,,,,,,,2025-12-29,2026-01-03,13.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 1,Cửa hàng,70 triệu/tháng,220.0,,,,,,,,,,2026-01-03,2026-01-03,70.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Thủ Đức,"Chung cư mini, căn hộ","7,5 triệu/tháng",30.0,1.0,1,,,,,,,Full nội thất,2026-01-03,2026-01-03,7.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 3,Căn hộ chung cư,30 triệu/tháng,95.0,3.0,2,,,,,,,,2026-01-03,2026-01-03,30.0,triệu/tháng
Cho thuê,Hà Nội,Nam Từ Liêm,Căn hộ chung cư,Thỏa thuận,70.0,2.0,2,,Đông - Bắc,Đông - Nam,,,,Cơ bản,2026-01-03,2026-01-03,,
Cho thuê,Hồ Chí Minh,Tân Bình,Nhà riêng,25 triệu/tháng,99.0,5.0,5,4,,,,,,Cơ bản,2025-12-31,2026-01-03,25.0,triệu/tháng
Cho thuê,Hà Nội,Hà Đông,Văn phòng,180 nghìn/m²,500.0,,,,,,,,,,2025-12-23,2026-01-03,180.0,nghìn/m²
Cho thuê,Hà Nội,Hoàng Mai,Kho,75 nghìn/m²,1.0,,,,,,,,,,2025-12-31,2026-01-03,75.0,nghìn/m²
Cho thuê,Hồ Chí Minh,Gò Vấp,Nhà biệt thự,70 triệu/tháng,220.0,5.0,4,4,,,11.0,10.0,,,2026-01-03,2026-01-03,70.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Chánh,Căn hộ chung cư,"10,5 triệu/tháng",60.0,2.0,1,,Bắc,,,,,Đầy đủ,2026-01-03,2026-01-03,10.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư,15 triệu/tháng,105.0,3.0,,,,,,,,,2026-01-03,2026-01-03,15.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Nhà mặt phố,55 triệu/tháng,300.0,10.0,5,5,,,6.0,15.0,,Đầy đủ,2025-12-28,2026-01-03,55.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Thủ Đức,Văn phòng,11 triệu/tháng,105.0,,,,,,,,,,2026-01-03,2026-01-03,11.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 8,Căn hộ chung cư,"13,5 triệu/tháng",75.0,2.0,2,,Đông - Nam,Đông - Nam,,,,Đầy đủ,2026-01-03,2026-01-03,13.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư,12 triệu/tháng,83.3,2.0,2,,,,,,,Đầy đủ,2025-12-25,2026-01-03,12.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Thủ Đức,Văn phòng,25 triệu/tháng,150.0,,,,,,,,,,2026-01-03,2026-01-03,25.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 6,Căn hộ chung cư,"11,5 triệu/tháng",82.0,3.0,2,,,,,,,,2026-01-03,2026-01-03,11.5,triệu/tháng
Cho thuê,Hà Nội,Gia Lâm,Nhà biệt thự,20 triệu/tháng,100.0,4.0,4,4,,,,30.0,,"Full điều hoà âm trần, nóng lạnh, nội thất cơ bản xịn",2026-01-03,2026-01-03,20.0,triệu/tháng
Cho thuê,Hà Nội,Gia Lâm,Nhà biệt thự,25 triệu/tháng,90.0,3.0,4,5,,,,,,Full.,2026-01-03,2026-01-03,25.0,triệu/tháng
Cho thuê,Hà Nội,Gia Lâm,Nhà biệt thự,30 triệu/tháng,150.0,4.0,4,4,,,,,,Full nội thất đẹp.,2026-01-03,2026-01-03,30.0,triệu/tháng
Cho thuê,Hà Nội,Gia Lâm,Nhà biệt thự,90 triệu/tháng,300.0,4.0,5,4,,,30.0,,Sổ đỏ/ Sổ hồng,Full nội thất luxury,2026-01-03,2026-01-03,90.0,triệu/tháng
Cho thuê,Hà Nội,Gia Lâm,Nhà biệt thự,90 triệu/tháng,300.0,5.0,6,4,,,30.0,,,"Full nội thất xịn mới tinh, thang máy",2026-01-03,2026-01-03,90.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Căn hộ chung cư,"6,5 triệu/tháng",30.0,1.0,1,,,,,,,Đầy đủ,2025-12-27,2026-01-03,6.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Căn hộ chung cư,"3,9 triệu/tháng",30.0,1.0,1,,,,,,,Đầy đủ,2025-12-27,2026-01-03,3.9,triệu/tháng
Cho thuê,Hà Nội,Gia Lâm,Nhà biệt thự,40 triệu/tháng,150.0,,5,5,,,,52.0,,"Thang máy, full điều hoà, nóng lạnh, thiết bị vệ sinh cao cấp",2026-01-03,2026-01-03,40.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Căn hộ chung cư,5 triệu/tháng,30.0,1.0,1,,,,,,,Đầy đủ full nội thất mới.,2025-12-20,2026-01-03,5.0,triệu/tháng
Cho thuê,Hà Nội,Nam Từ Liêm,Cửa hàng,25 triệu/tháng,120.0,,1,6,Bắc,Bắc,6.0,20.0,,Cơ bản,2026-01-03,2026-01-03,25.0,triệu/tháng
Cho thuê,Thừa Thiên Huế,Huế,Nhà trọ,5 triệu/tháng,40.0,1.0,1,,Đông,Tây,,,,Đầy đủ,2026-01-03,2026-01-03,5.0,triệu/tháng
Cho thuê,Hà Nội,Thanh Xuân,Căn hộ chung cư,16 triệu/tháng,112.0,2.0,,,,,,,,,2025-12-24,2026-01-03,16.0,triệu/tháng
Cho thuê,Hà Nội,Hoàng Mai,Căn hộ chung cư,12 triệu/tháng,78.0,2.0,2,,Đông,Đông,,,,Đầy đủ,2025-12-28,2026-01-03,12.0,triệu/tháng
Cho thuê,Hà Nội,Hoàng Mai,Căn hộ chung cư,12 triệu/tháng,78.0,2.0,2,,Đông,Đông,,,,Đầy đủ,2025-12-29,2026-01-03,12.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư,33 triệu/tháng,105.0,2.0,2,,,,,,,Cao cấp mới.,2025-12-30,2026-01-03,33.0,triệu/tháng
Cho thuê,Khánh Hòa,Nha Trang,Nhà biệt thự,23 triệu/tháng,100.0,4.0,5,3,,,5.0,12.0,,Đầy đủ,2026-01-03,2026-01-03,23.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Văn phòng,5 triệu/tháng,15.0,,,,,,,,,,2025-12-25,2026-01-03,5.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư,32 triệu/tháng,117.0,2.0,2,,,,,,,Đầy đủ,2025-12-28,2026-01-03,32.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư,21 triệu/tháng,90.0,2.0,2,,,,,,,Đầy đủ,2025-12-27,2026-01-03,21.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Thủ Đức,Căn hộ chung cư,7 triệu/tháng,51.0,1.0,1,,,,,,,,2025-12-29,2026-01-03,7.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Nhà trọ,"6,7 triệu/tháng",35.0,,,,,,,5.0,,,2025-12-27,2026-01-03,6.7,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư,28 triệu/tháng,135.0,3.0,2,,,,,,,Đầy đủ,2026-01-03,2026-01-03,28.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Nhà trọ,8 triệu/tháng,35.0,,,,,,,5.0,,Đầy đủ,2025-12-27,2026-01-03,8.0,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Nhà mặt phố,30 triệu/tháng,130.0,,,1,,,8.0,,,,2026-01-03,2026-01-03,30.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Cửa hàng,"52,5 triệu/tháng",176.88,,,1,,,,,,,2026-01-03,2026-01-03,52.5,triệu/tháng
Cho thuê,Hà Nội,Nam Từ Liêm,Căn hộ chung cư,17 triệu/tháng,110.0,3.0,2,,,,,,,Đầy đủ,2025-12-26,2026-01-03,17.0,triệu/tháng
Cho thuê,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư,"16,5 triệu/tháng",84.0,2.0,2,,Tây,Đông,,,,Đầy đủ,2026-01-03,2026-01-03,16.5,triệu/tháng
Cho thuê,Quảng Ninh,Hạ Long,Căn hộ chung cư,7 triệu/tháng,72.0,2.0,2,,Đông - Nam,Đông - Nam,,,,Đầy đủ,2026-01-03,2026-01-03,7.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Căn hộ chung cư,40 triệu/tháng,72.0,2.0,2,,,,,,,Đầy đủ,2025-12-06,2026-01-03,40.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 12,Kho,40 triệu/tháng,1.4,,,,,,,,,,2025-12-26,2026-01-03,40.0,triệu/tháng
Cho thuê,Bình Dương,Dĩ An,Căn hộ chung cư,5 triệu/tháng,57.0,2.0,2,,,,,,,Cơ bản,2025-12-22,2026-01-03,5.0,triệu/tháng
Cho thuê,Hà Nội,Thanh Xuân,Văn phòng,Thỏa thuận,68.0,,,,,,,,,,2025-12-23,2026-01-03,,
Cho thuê,Lâm Đồng,Đà Lạt,Nhà mặt phố,30 triệu/tháng,70.0,11.0,11,3,,,,18.0,,,2026-01-03,2026-01-03,30.0,triệu/tháng
Cho thuê,Bình Dương,Dĩ An,Căn hộ chung cư,"5,5 triệu/tháng",52.0,2.0,2,,,,,,,Cơ bản,2025-12-22,2026-01-03,5.5,triệu/tháng
Cho thuê,Hà Nội,Ba Đình,Căn hộ chung cư,"8,5 triệu/tháng",70.0,2.0,2,,,,,,,,2026-01-03,2026-01-03,8.5,triệu/tháng
Cho thuê,Bình Dương,Dĩ An,Căn hộ chung cư,"5,5 triệu/tháng",55.0,2.0,1,,,,,,,"Nội thất trang bị sẵn: Rèm cửa đầy đủ cho các phòng. Giàn phơi đồ gọn gàng, tiện sử dụng. Bồn rửa, khu bếp sạch sẽ. 02 máy lạnh.",2025-12-30,2026-01-03,5.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Căn hộ chung cư,20 triệu/tháng,51.0,2.0,2,,,,,,,Cơ bản,2026-01-03,2026-01-03,20.0,triệu/tháng
Cho thuê,Hà Nội,Đống Đa,"Chung cư mini, căn hộ","7,4 triệu/tháng",25.0,1.0,1,,Đông - Nam,Đông - Nam,,,,Đầy đủ,2025-12-29,2026-01-03,7.4,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Căn hộ chung cư,16 triệu/tháng,76.0,2.0,2,,,,,,,Cơ bản,2025-12-30,2026-01-03,16.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư,15 triệu/tháng,56.0,1.0,1,,,,,,,Đầy đủ,2025-12-25,2026-01-03,15.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Căn hộ chung cư,18 triệu/tháng,80.0,2.0,2,,Tây - Nam,Đông - Bắc,,,,Đầy đủ,2026-01-03,2026-01-03,18.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 10,Nhà mặt phố,170 triệu/tháng,180.0,,,11,,,,,,,2026-01-03,2026-01-03,170.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Căn hộ chung cư,17 triệu/tháng,72.0,2.0,2,,Tây - Nam,Đông - Bắc,,,,,2025-12-28,2026-01-03,17.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Phú Nhuận,Nhà mặt phố,130 triệu/tháng,144.0,,,5,,,8.0,,,,2026-01-03,2026-01-03,130.0,triệu/tháng
