Loại giao dịch,Thành phố,Quận/huyện,Loại hình đất,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Hướng nhà,Hướng ban công,Mặt tiền,Đường vào,Pháp lý,Nội thất,Ngày đăng,crawl_date,Giá,Đơn vị(Mức giá)
Cho thuê,Hà Nội,Cầu Giấy,Căn hộ chung cư,21 triệu/tháng,100.0,3.0,2,,,,,,,,2025-06-09,2025-12-30,21.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Gò Vấp,Nhà trọ,4 triệu/tháng,30.0,1.0,1,1,,,,,,,2025-06-15,2025-12-30,4.0,triệu/tháng
Cho thuê,Hải Phòng,Ngô Quyền,Căn hộ chung cư,5 triệu/tháng,52.0,2.0,2,,,,,,,Cơ bản,2025-06-15,2025-12-30,5.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 12,Nhà riêng,"8,5 triệu/tháng",120.0,2.0,2,1,Đông,Tây,6.0,12.0,,Không nội thất,2025-06-15,2025-12-30,8.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Tân Bình,"Chung cư mini, căn hộ","6,5 triệu/tháng",42.0,,,,,,,,,Đầy đủ,2025-06-15,2025-12-30,6.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Gò Vấp,Nhà trọ,"5,5 triệu/tháng",35.0,1.0,1,1,,,,,,,2025-06-15,2025-12-30,5.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Tân,"Chung cư mini, căn hộ","2,8 triệu/tháng",20.0,1.0,1,,,,,,,Cơ bản.,2025-06-15,2025-12-30,2.8,triệu/tháng
Cho thuê,Hà Nội,Bắc Từ Liêm,Văn phòng,58 triệu/tháng,197.0,,,,,,,,,,2025-06-15,2025-12-30,58.0,triệu/tháng
Cho thuê,Hải Phòng,Hải An,Nhà riêng,15 triệu/tháng,62.0,3.0,3,3,Đông - Bắc,Đông - Bắc,4.0,,,Đầy đủ,2025-06-15,2025-12-30,15.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Tân Bình,Nhà trọ,7 triệu/tháng,40.0,1.0,1,1,,,,,,"Đầy đủ máy lạnh, tủ lạnh, tủ quần áo, bàn ghế ăn, kệ, tủ bếp kệ bếp, giường niệm, máy nước nóng mặt trời,...",2025-06-09,2025-12-30,7.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Căn hộ chung cư,18 triệu/tháng,102.0,3.0,2,,,,,,,,2025-06-15,2025-12-30,18.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 1,Căn hộ chung cư,100 triệu/tháng,148.0,,,,,,,,,Cơ bản,2025-06-08,2025-12-30,100.0,triệu/tháng
Cho thuê,Hải Phòng,Hải An,Nhà riêng,3 triệu/tháng,50.0,2.0,2,2,,,,,,Không nội thất,2025-06-15,2025-12-30,3.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 1,Căn hộ chung cư,35 triệu/tháng,65.0,1.0,1,,,,,,,Cơ bản,2025-06-08,2025-12-30,35.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,"Chung cư mini, căn hộ",6 triệu/tháng,35.0,1.0,1,,,,,,,Nội thất đầy đủ và cao cấp.,2025-06-15,2025-12-30,6.0,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Căn hộ chung cư,22 triệu/tháng,110.0,3.0,2,,,Nam,,,,Đầy đủ,2025-06-13,2025-12-30,22.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Tân Bình,Nhà trọ,"6,2 triệu/tháng",30.0,,,,,,,,,Đầy đủ,2025-06-15,2025-12-30,6.2,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 1,Căn hộ chung cư,58 triệu/tháng,88.0,2.0,2,,,,,,,Cơ bản,2025-06-08,2025-12-30,58.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,"Chung cư mini, căn hộ",6 triệu/tháng,40.0,1.0,,,,,,,,Full,2025-06-11,2025-12-30,6.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Căn hộ chung cư,65 triệu/tháng,172.0,4.0,3,,,,,,,"Nội thất cao cấp, mới 100%.",2025-06-08,2025-12-30,65.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Căn hộ chung cư,15 triệu/tháng,62.0,2.0,2,,,,,,,Cơ bản,2025-06-11,2025-12-30,15.0,triệu/tháng
Cho thuê,Hà Nam,Duy Tiên,Kho,"87,94 nghìn/m²",13.304,,,,,,,,,,2025-06-15,2025-12-30,87.94,nghìn/m²
Cho thuê,Hồ Chí Minh,Quận 2,Nhà riêng,34 triệu/tháng,133.0,4.0,5,3,,,,,,,2025-06-10,2025-12-30,34.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Căn hộ chung cư,18 triệu/tháng,75.0,2.0,1,,,,,,,Đầy đủ,2025-06-10,2025-12-30,18.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Tân Bình,Văn phòng,1 triệu/tháng,8.0,,,,,,,,,Đầy đủ.,2025-06-09,2025-12-30,1.0,triệu/tháng
Cho thuê,Khánh Hòa,Nha Trang,Căn hộ chung cư,5 triệu/tháng,52.0,2.0,1,,,Đông - Nam,,,,,2025-06-15,2025-12-30,5.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Văn phòng,170 triệu/tháng,300.0,,,,,,,,Hợp đồng mua bán.,Cơ bản,2025-06-15,2025-12-30,170.0,triệu/tháng
Cho thuê,Đồng Nai,Long Thành,Kho,115 nghìn/m²,5.231,,,,,,,,,,2025-06-15,2025-12-30,115.0,nghìn/m²
Cho thuê,Hà Nội,Bắc Từ Liêm,Nhà riêng,13 triệu/tháng,50.0,5.0,5,5,Nam,Nam,,,,Đầy đủ,2025-06-15,2025-12-30,13.0,triệu/tháng
Cho thuê,Hà Nội,Thanh Xuân,Nhà biệt thự,Thỏa thuận,100.0,,,4,,,20.0,20.0,,,2025-06-15,2025-12-30,,
Cho thuê,Hồ Chí Minh,Quận 9,Căn hộ chung cư,"7,5 triệu/tháng",70.0,2.0,2,,,,,,,,2025-06-15,2025-12-30,7.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Căn hộ chung cư,5 triệu/tháng,39.0,1.0,1,,,,,,,,2025-06-15,2025-12-30,5.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 4,Căn hộ chung cư,Thỏa thuận,80.0,2.0,2,,Tây - Bắc,Đông - Nam,,,,Full NT,2025-06-15,2025-12-30,,
Cho thuê,Hồ Chí Minh,Quận 2,Nhà trọ,"5,5 triệu/tháng",30.0,,,,,,,,,Đầy đủ,2025-06-15,2025-12-30,5.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 4,Căn hộ chung cư,"10,5 triệu/tháng",62.0,2.0,2,,,,,,,Nội thất mới.,2025-06-15,2025-12-30,10.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Gò Vấp,"Chung cư mini, căn hộ","5,5 triệu/tháng",35.0,1.0,1,,,,,,,Đầy đủ,2025-05-26,2025-12-30,5.5,triệu/tháng
Cho thuê,Hà Nội,Hai Bà Trưng,Căn hộ chung cư,22 triệu/tháng,115.0,3.0,2,,,,,,,,2025-06-15,2025-12-30,22.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 4,Căn hộ chung cư,16 triệu/tháng,82.0,2.0,2,,Tây - Nam,Đông - Bắc,,,,Đầy đủ.,2025-06-11,2025-12-30,16.0,triệu/tháng
Cho thuê,Đồng Nai,Trảng Bom,Kho,825 triệu/tháng,9.263,,,,,,,,,,2025-06-15,2025-12-30,825.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Tân Phú,Căn hộ chung cư,"11,5 triệu/tháng",68.0,2.0,2,,,,,,,Đầy đủ,2025-06-15,2025-12-30,11.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Chánh,Kho,35 triệu/tháng,1.5,,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-15,2025-12-30,35.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Nhà riêng,11 triệu/tháng,50.0,2.0,2,3,,,,,,Đầy đủ,2025-06-15,2025-12-30,11.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 7,"Chung cư mini, căn hộ",9 triệu/tháng,40.0,1.0,1,,Nam,,,,,Đầy đủ,2025-06-15,2025-12-30,9.0,triệu/tháng
Cho thuê,Hà Nội,Hoàng Mai,Căn hộ chung cư,12 triệu/tháng,80.0,3.0,2,,,,,,,Đầy đủ,2025-06-12,2025-12-30,12.0,triệu/tháng
Cho thuê,Hà Nội,Hà Đông,Nhà riêng,7 triệu/tháng,32.0,3.0,1,3,Tây - Nam,Đông - Bắc,5.0,3.0,,Cơ bản,2025-06-15,2025-12-30,7.0,triệu/tháng
Cho thuê,Bình Dương,Dĩ An,Kho,45 triệu/tháng,800.0,,,,,,,,,,2025-06-15,2025-12-30,45.0,triệu/tháng
Cho thuê,Kiên Giang,Phú Quốc,Shophouse,15 triệu/tháng,105.0,,,5,,,8.0,36.0,,,2025-06-15,2025-12-30,15.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Tân Bình,"Chung cư mini, căn hộ","7,5 triệu/tháng",60.0,1.0,1,,,,,,,"Máy lạnh, tủ lạnh, tủ quần áo, bàn ăn 4ghế, sofa, kệ bếp tủ bếp - bếp điện - ấm siêu tốc, nước nóng lạnh, máy giặt riêng.",2025-06-15,2025-12-30,7.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Tân Bình,"Chung cư mini, căn hộ","7,5 triệu/tháng",40.0,1.0,1,,,,,,,Full.,2025-06-15,2025-12-30,7.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 7,Căn hộ chung cư,13 triệu/tháng,77.0,2.0,2,,Bắc,Nam,,,,Đầy đủ,2025-06-15,2025-12-30,13.0,triệu/tháng
Cho thuê,Bình Dương,Thuận An,Kho,45 triệu/tháng,1.3,,,,Nam,,,,,,2025-06-12,2025-12-30,45.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 7,Căn hộ chung cư,16 triệu/tháng,73.0,2.0,2,,Tây - Nam,,,,,Đầy đủ,2025-06-13,2025-12-30,16.0,triệu/tháng
Cho thuê,Bình Dương,Bến Cát,Kho,115 nghìn/m²,30.0,,,,,,,12.0,,,2025-06-12,2025-12-30,115.0,nghìn/m²
Cho thuê,Bình Dương,Thủ Dầu Một,Căn hộ chung cư,11 triệu/tháng,69.0,2.0,2,,,,,,,Đầy đủ,2025-06-15,2025-12-30,11.0,triệu/tháng
Cho thuê,Hà Nội,Hoài Đức,Nhà biệt thự,10 triệu/tháng,100.0,,,,,,,,,,2025-06-15,2025-12-30,10.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 7,Căn hộ chung cư,32 triệu/tháng,115.0,3.0,2,,Đông - Bắc,,,,,,2025-06-12,2025-12-30,32.0,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,"Chung cư mini, căn hộ","4,1 triệu/tháng",30.0,1.0,1,,,,,,,"Đầy đủ Điều hòa 2 chiều, nóng lạnh, giường, tủ quần áo, chăn ga gối đệm, tivi, kệ tivi, tủ lạnh, máy lọc nước, tủ bếp, máy hút mùi, sàn gỗ, rèm,...",2025-06-07,2025-12-30,4.1,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Căn hộ chung cư,13 triệu/tháng,81.0,2.0,2,,Nam,Bắc,,,,Đầy đủ,2025-06-15,2025-12-30,13.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Tân Bình,"Chung cư mini, căn hộ",7 triệu/tháng,40.0,1.0,1,,,,,,,Đầy đủ,2025-06-15,2025-12-30,7.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Tân Bình,"Chung cư mini, căn hộ","6,7 triệu/tháng",30.0,,,,,,,,Hợp đồng cọc,Đầy đủ,2025-06-15,2025-12-30,6.7,triệu/tháng
Cho thuê,Hà Nội,Long Biên,Kho,8 triệu/tháng,100.0,,,,,,5.0,7.0,,Đầy đủ.,2025-06-09,2025-12-30,8.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 7,Nhà mặt phố,50 triệu/tháng,150.0,,,,Nam,,,35.0,,Cơ bản,2025-06-15,2025-12-30,50.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,"Chung cư mini, căn hộ",12 triệu/tháng,50.0,1.0,1,,,,,,,Đầy đủ,2025-06-10,2025-12-30,12.0,triệu/tháng
Cho thuê,Khánh Hòa,Nha Trang,Căn hộ chung cư,14 triệu/tháng,51.0,1.0,1,,Tây - Bắc,Đông - Nam,,,,Đầy đủ,2025-06-13,2025-12-30,14.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Nhà Bè,Căn hộ chung cư,12 triệu/tháng,75.0,2.0,2,,,,,,,Nội thất: Full nội thất cao cấp.,2025-06-09,2025-12-30,12.0,triệu/tháng
Cho thuê,Hà Nội,Thanh Xuân,Căn hộ chung cư,15 triệu/tháng,96.0,3.0,2,,,,,,,Đầy đủ,2025-06-13,2025-12-30,15.0,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Căn hộ chung cư,31 triệu/tháng,133.0,3.0,2,,,,,,,Đầy đủ,2025-06-09,2025-12-30,31.0,triệu/tháng
Cho thuê,Hà Nội,Hai Bà Trưng,Căn hộ chung cư,10 triệu/tháng,70.0,2.0,2,,,,,,,,2025-06-15,2025-12-30,10.0,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Căn hộ chung cư,20 triệu/tháng,120.0,3.0,2,,,,,,,Đầy đủ,2025-06-11,2025-12-30,20.0,triệu/tháng
Cho thuê,Hà Nội,Long Biên,Kho,21 triệu/tháng,300.0,,1,,,,30.0,7.0,,Đầy đủ,2025-06-09,2025-12-30,21.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Nhà mặt phố,28 triệu/tháng,140.0,4.0,4,4,,,,,,,2025-06-11,2025-12-30,28.0,triệu/tháng
Cho thuê,Hà Nội,Long Biên,Nhà riêng,"6,5 triệu/tháng",40.0,3.0,3,4,,,4.0,2.0,,Đầy đủ,2025-06-15,2025-12-30,6.5,triệu/tháng
Cho thuê,Hà Nội,Ba Đình,Nhà trọ,"4,5 triệu/tháng",30.0,1.0,1,,,,,,,,2025-06-15,2025-12-30,4.5,triệu/tháng
Cho thuê,Hà Nội,Tây Hồ,Căn hộ chung cư,15 triệu/tháng,45.0,1.0,1,,,,,,,Đầy đủ,2025-06-07,2025-12-30,15.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 9,Căn hộ chung cư,6 triệu/tháng,73.0,2.0,2,,,,,,,Cơ bản,2025-06-12,2025-12-30,6.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 1,Văn phòng,453 nghìn/m²,145.0,,,,,,20.0,10.0,,,2025-06-15,2025-12-30,453.0,nghìn/m²
Cho thuê,Hà Nội,Cầu Giấy,Căn hộ chung cư,18 triệu/tháng,86.0,2.0,2,,Đông - Bắc,Đông - Nam,,,,Đầy đủ,2025-06-13,2025-12-30,18.0,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Căn hộ chung cư,28 triệu/tháng,128.0,3.0,2,,,,,,,Đầy đủ,2025-06-11,2025-12-30,28.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Tân Phú,Nhà trọ,"3,7 triệu/tháng",25.0,,,,,,,,,,2025-06-15,2025-12-30,3.7,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Văn phòng,20 triệu/tháng,50.0,,1,1,,,,,,,2025-06-10,2025-12-30,20.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 9,Căn hộ chung cư,"7,5 triệu/tháng",95.0,3.0,3,,,,,,,Cơ bản,2025-06-12,2025-12-30,7.5,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Căn hộ chung cư,20 triệu/tháng,96.3,3.0,2,,,,,,,Đầy đủ,2025-06-11,2025-12-30,20.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 9,Nhà riêng,20 triệu/tháng,85.0,3.0,3,4,,,,,,- Nội thất đầy đủ,2025-06-15,2025-12-30,20.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 2,Cửa hàng,20 triệu/tháng,50.0,,1,1,,,,,,,2025-06-11,2025-12-30,20.0,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Căn hộ chung cư,21 triệu/tháng,89.0,3.0,2,,,,,,,Đầy đủ,2025-06-13,2025-12-30,21.0,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Căn hộ chung cư,18 triệu/tháng,86.0,3.0,2,,,,,,,Đầy đủ,2025-06-12,2025-12-30,18.0,triệu/tháng
Cho thuê,Hà Nội,Thanh Xuân,Căn hộ chung cư,10 triệu/tháng,35.0,1.0,1,,,,,,,Đầy đủ.,2025-06-09,2025-12-30,10.0,triệu/tháng
Cho thuê,Hà Nội,Tây Hồ,Căn hộ chung cư,29 triệu/tháng,108.0,3.0,2,,,,,,,Đầy đủ,2025-06-11,2025-12-30,29.0,triệu/tháng
Bán,Hà Nội,Đông Anh,Căn hộ chung cư,Thỏa thuận,56.0,2.0,2,,,Đông - Bắc,,,,Đầy đủ,2025-06-16,2025-12-30,,
Bán,Hà Nội,Hoài Đức,Nhà biệt thự,150 triệu/m²,200.0,,,,,,,,,,2025-06-15,2025-12-30,150.0,triệu/m²
Bán,Nam Định,Hải Hậu,Bán đất,"1,3 tỷ",120.0,,,,Nam,,5.0,5.0,Sổ đỏ/ Sổ hồng,,2025-06-12,2025-12-30,1.3,tỷ
Bán,Hồ Chí Minh,Quận 10,Căn hộ chung cư,"5,95 tỷ",70.0,2.0,2,,Tây - Bắc,Đông - Bắc,,,Hợp đồng mua bán,Đầy đủ,2025-06-11,2025-12-30,5.95,tỷ
Bán,Hà Nội,Hà Đông,Nhà biệt thự,"27,5 tỷ",170.0,,,,Tây - Bắc,,,,,,2025-06-15,2025-12-30,27.5,tỷ
Bán,Hà Nội,Đống Đa,Căn hộ chung cư,"3,7 tỷ",45.0,2.0,1,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-16,2025-12-30,3.7,tỷ
Bán,Hà Nội,Sóc Sơn,Bán đất,Thỏa thuận,132.0,,,,,,,,Sổ đỏ/ Sổ hồng,,2025-06-12,2025-12-30,,
Bán,Hà Nội,Đông Anh,Bán đất,72 triệu/m²,90.0,,,,,,6.0,4.0,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,72.0,triệu/m²
Bán,Hà Nội,Ba Đình,Nhà riêng,67 tỷ,120.0,,,,,,,,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,67.0,tỷ
Bán,Bắc Ninh,Từ Sơn,Shophouse,Thỏa thuận,90.0,,,5,,,5.0,17.0,Hợp đồng mua bán,Không nội thất,2025-06-16,2025-12-30,,
Bán,Đà Nẵng,Hải Châu,Bán đất,"13,5 tỷ",115.0,,,,,,5.0,15.0,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,13.5,tỷ
Bán,Hồ Chí Minh,Quận 9,Nhà biệt thự,"10,5 tỷ",152.0,,,,,,,,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,10.5,tỷ
Bán,Hà Nội,Hoài Đức,Nhà biệt thự,140 triệu/m²,250.0,,,,,,,,,,2025-06-15,2025-12-30,140.0,triệu/m²
Bán,Hồ Chí Minh,Bình Chánh,Bán đất,"3,8 triệu/m²",3.455,,,,,,38.0,6.0,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,3.8,triệu/m²
Bán,Hồ Chí Minh,Bình Tân,Căn hộ chung cư,Thỏa thuận,95.0,3.0,3,,,,,,,,2025-06-16,2025-12-30,,
Bán,Hà Nội,Quốc Oai,Bán đất,"2,7 tỷ",80.0,,,,,,,,Sổ đỏ/ Sổ hồng.,,2025-06-16,2025-12-30,2.7,tỷ
Bán,Hồ Chí Minh,Gò Vấp,Nhà riêng,"16,9 tỷ",90.0,5.0,5,6,,,5.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-16,2025-12-30,16.9,tỷ
Bán,Đà Nẵng,Ngũ Hành Sơn,Nhà biệt thự,26 tỷ,623.0,3.0,3,2,,,,,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,26.0,tỷ
Bán,Hà Nội,Nam Từ Liêm,Căn hộ chung cư,"4,8 tỷ",83.0,3.0,2,,Tây - Nam,Đông - Bắc,,,Sổ đỏ/ Sổ hồng,Cơ bản,2025-06-16,2025-12-30,4.8,tỷ
Bán,Đồng Nai,Biên Hòa,Bán đất,28 tỷ,360.0,,,,Tây - Nam,,30.0,22.0,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,28.0,tỷ
Bán,Hồ Chí Minh,Quận 9,Nhà mặt phố,"10,5 tỷ",90.0,4.0,,3,,,,,Sổ hồng,,2025-06-16,2025-12-30,10.5,tỷ
Bán,Hồ Chí Minh,Quận 1,Bán đất,30 tỷ,100.0,,,,Bắc,,,16.0,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,30.0,tỷ
Bán,Hồ Chí Minh,Bình Tân,Kho,Thỏa thuận,4.0,,2,,,,40.0,10.0,Sổ đỏ/ Sổ hồng,Cơ bản.,2025-06-16,2025-12-30,,
Bán,Bắc Ninh,Từ Sơn,Bán đất,"1,5 tỷ",55.0,,,,,,,,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,1.5,tỷ
Bán,Hà Nội,Hà Đông,Nhà riêng,"12,8 tỷ",49.0,4.0,,5,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-16,2025-12-30,12.8,tỷ
Bán,Hà Nội,Tây Hồ,Nhà riêng,"9,3 tỷ",35.0,,,6,,,4.0,,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,9.3,tỷ
Bán,Lâm Đồng,Đà Lạt,Nhà riêng,"18,5 tỷ",1.153,7.0,,2,,,,,Sổ đỏ/ Sổ hồng.,Đầy đủ.,2025-06-16,2025-12-30,18.5,tỷ
Bán,Đà Nẵng,Ngũ Hành Sơn,Nhà mặt phố,"7,9 tỷ",55.0,3.0,2,1,,,5.0,5.0,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,7.9,tỷ
Bán,Hà Nội,Cầu Giấy,Nhà riêng,"20,8 tỷ",64.0,6.0,6,6,Đông,Đông,5.0,8.0,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,20.8,tỷ
Bán,Hồ Chí Minh,Tân Bình,Nhà riêng,"12,5 tỷ",65.0,4.0,5,4,,,,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-16,2025-12-30,12.5,tỷ
Bán,Hồ Chí Minh,Thủ Đức,Căn hộ chung cư,Thỏa thuận,86.0,2.0,2,,,,,,Hợp đồng mua bán,"Nội thất cao cấp, thiết bị vệ sinh của Đức, bàn giao full nội thất bếp và tặng máy lạnh âm trần.",2025-06-16,2025-12-30,,
Bán,Hậu Giang,Vị Thanh,Bán đất,590 triệu,115.0,,,,,,5.0,8.0,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,590.0,triệu
Bán,Hải Phòng,Hải An,Bán đất,34 triệu/m²,641.0,,,,Tây,,21.0,20.0,,,2025-06-12,2025-12-30,34.0,triệu/m²
Bán,Đồng Nai,Biên Hòa,Nhà riêng,"2,25 tỷ",100.0,3.0,2,2,,,5.0,,Sổ đỏ/ Sổ hồng,Cơ bản,2025-06-16,2025-12-30,2.25,tỷ
Bán,Hà Nội,Hoài Đức,Nhà biệt thự,Thỏa thuận,345.0,,,,,,,,,,2025-06-15,2025-12-30,,
Bán,Hồ Chí Minh,Quận 11,Nhà riêng,"3,36 tỷ",67.2,4.0,4,3,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,2025-06-16,2025-12-30,3.36,tỷ
Bán,Hồ Chí Minh,Quận 7,Shophouse,40 tỷ,200.0,,,,,,,,Hợp đồng mua bán,,2025-06-16,2025-12-30,40.0,tỷ
Bán,Hồ Chí Minh,Bình Chánh,Bán đất,42 tỷ,3.641,,,,Đông - Bắc,,58.0,6.0,,,2025-06-16,2025-12-30,42.0,tỷ
Bán,Hồ Chí Minh,Tân Phú,Nhà riêng,"6,68 tỷ",65.0,4.0,4,3,Đông - Nam,,5.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,2025-06-16,2025-12-30,6.68,tỷ
Bán,Khánh Hòa,Nha Trang,Nhà riêng,"4,5 tỷ",77.0,3.0,2,1,Đông - Bắc,Đông - Bắc,,5.0,Sổ đỏ/ Sổ hồng,Cơ bản,2025-06-16,2025-12-30,4.5,tỷ
Bán,Hồ Chí Minh,Củ Chi,Bán đất,43 tỷ,3.885,,,,,,,,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,43.0,tỷ
Bán,Thanh Hóa,Ngọc Lặc,Bán đất,200 triệu,122.0,,,,,,5.0,7.0,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,200.0,triệu
Bán,Hồ Chí Minh,Thủ Đức,Nhà mặt phố,60 tỷ,365.1,,,1,Tây - Nam,Tây - Nam,20.0,15.0,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-16,2025-12-30,60.0,tỷ
Bán,Hải Phòng,Hải An,Nhà riêng,"3,2 tỷ",48.0,3.0,3,3,Tây - Bắc,Tây - Bắc,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-16,2025-12-30,3.2,tỷ
Bán,Quảng Nam,Duy Xuyên,Bán đất,4 tỷ,,,,,Tây - Bắc,,,5.0,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,4.0,tỷ
Bán,Hồ Chí Minh,Bình Chánh,Bán đất,"6,3 tỷ",241.0,,,,Đông - Nam,,10.0,6.0,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,6.3,tỷ
Bán,Đồng Nai,Biên Hòa,Nhà riêng,"2,17 tỷ",100.0,3.0,2,1,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-12,2025-12-30,2.17,tỷ
Bán,Hà Nội,Bắc Từ Liêm,Nhà riêng,5 tỷ,33.0,3.0,4,5,Nam,Nam,4.0,3.0,Sổ đỏ/ Sổ hồng,,2025-06-09,2025-12-30,5.0,tỷ
Bán,Đồng Nai,Trảng Bom,Bán đất,"3,6 tỷ",120.0,,,,,,5.0,5.0,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,3.6,tỷ
Bán,Nghệ An,Vinh,Căn hộ chung cư,"2,55 tỷ",70.0,2.0,2,,,,,,,,2025-06-16,2025-12-30,2.55,tỷ
Bán,Hà Nội,Long Biên,Nhà riêng,"5,38 tỷ",30.0,3.0,4,5,Bắc,Bắc,422.0,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-16,2025-12-30,5.38,tỷ
Bán,Hồ Chí Minh,Bình Chánh,Bán đất,"3,5 tỷ",80.0,,,,Bắc,,4.0,6.0,,,2025-06-16,2025-12-30,3.5,tỷ
Bán,Đà Nẵng,Ngũ Hành Sơn,Bán đất,"4,2 tỷ",125.0,,,,Đông,,5.0,,Sổ đỏ/ Sổ hồng,,2025-06-16,2025-12-30,4.2,tỷ
Bán,Hải Phòng,Hải An,Bán đất,"39,9 triệu/m²",3.693,,,,Tây - Nam,,54.0,30.0,Sổ đỏ/ Sổ hồng,,2025-06-12,2025-12-30,39.9,triệu/m²
